element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ac,2,436.4082,0.0009,436.4085,0.0003,44,,,13236.418,36144.291,6d2,3F,2,5f.7s,3F*,3,,,L7344,
Ac,1,437.5069,0.0010,437.50563,0.00006,320,,,10906.027,33756.455,6d2.(3F).7s,4F,7/2,6d2.(3F).7p,2F*,7/2,,,L7344,
Ac,1,438.4529,0.0010,438.45195,0.00012,4900c,1.9e+07,D+,0.000,22801.11,6d.7s2,2D,3/2,6d.7s.(3D).7p,4P*,5/2,,T10463,L7344,
Ac,2,438.6411,0.0009,438.6400,0.0003,15000,7.1e+07,C+,9087.517,31878.854,6d.7s,1D,2,6d.7p,1D*,2,,T10463,L7344,
Ac,2,439.1430,0.0009,439.1432,0.0004,77,1.16e+07,C+,31878.854,54644.074,6d.7p,1D*,2,5f.7p,3G,3,,T10463,L7344,
Ac,1,439.6710,0.0006,439.67158,0.00006,5800,7.37e+07,B,2231.432,24969.294,6d.7s2,2D,5/2,6d.7s.(3D).7p,2F*,7/2,,T10463,L7344,
Ac,2,439.7451,0.0009,439.7451,0.0004,77,,,19202.962,41937.021,6d2,3P,2,6d.7p,1F*,3,,,L7344,
Ac,1,440.2110,0.0006,440.21056,0.00010,860,2.98e+07,B,12078.067,34788.09,6d2.(3F).7s,4F,9/2,6d2.(3F).7p,4F*,9/2,,T10463,L7344,
Ac,3,441.3090,0.0013,441.3093,0.0012,34000h,1.85e+07,A,800.97,23454.45,6d,2D,3/2,5f,2F*,5/2,,"T9249,T8388",L7344,
Ac,1,441.7259,0.0006,441.72644,0.00008,220,3.33e+07,B,9863.589,32495.679,6d2.(3F).7s,4F,5/2,6d2.(3F).7p,2F*,5/2,,T10463,L7344,
Ac,1,442.0420,0.0013,,,280,,,,,,,,,,,,,L7344,
Ac,1,442.3150,0.0013,,,300,,,,,,,,,,,,,L7344,
Ac,1,442.6851,0.0006,442.68545,0.00008,180,,,9217.288,31800.350,6d2.(3F).7s,4F,3/2,5f.7s2,2F*,5/2,,,L7344,
Ac,2,444.2050,0.0009,444.2040,0.0006,210,1.28e+07,C+,22199.428,44705.290,6d2,1D,2,5f.6d,1D*,2,,T10463,L7344,
Ac,2,445.2191,0.0009,445.2188,0.0003,12000,1.21e+07,C+,7426.489,29881.055,6d.7s,3D,3,6d.7p,3F*,3,,T10463,L7344,
Ac,1,446.1160,0.0013,,,170,,,,,,,,,,,,,L7344,
Ac,1,446.2730,0.0006,446.27307,0.00012,6900,7.16e+07,B,2231.432,24632.95,6d.7s2,2D,5/2,6d.7s.(1D).7p,2F*,7/2,,T10463,L7344,
Ac,2,446.7900,0.0009,446.7900,0.0006,120,1.3e+06,E,19202.962,41578.56,6d2,3P,2,5f.6d,3F*,2,,T10463,L7344,
Ac,2,447.0589,0.0009,447.0592,0.0004,570,6.1e+06,C+,16756.847,39118.975,6d2,3F,4,6d.7p,3F*,4,,T10463,L7344,
Ac,1,447.1811,0.0006,447.18106,0.00008,850,2.68e+07,B,9863.589,32219.622,6d2.(3F).7s,4F,5/2,6d2.(3F).7p,4F*,7/2,,T10463,L7344,
Ac,1,448.6630,0.0006,448.66324,0.00008,160,6.e+06,E,12078.067,34360.247,6d2.(3F).7s,4F,9/2,6d2.(1G).7p,2G*,7/2,,T10463,L7344,
Ac,1,448.7599,0.0006,448.75969,0.00006,450,8.9e+06,D,9217.288,31494.679,6d2.(3F).7s,4F,3/2,6d2.(3F).7p,4F*,5/2,,T10463,L7344,
Ac,2,450.7200,0.0009,450.7194,0.0006,30000cl,2.13e+07,B,0.00,22180.533,7s2,1S,0,7s.7p,3P*,1,,T9296,L7344,
Ac,2,451.1230,0.0009,451.1228,0.0003,240,,,13236.418,35397.115,6d2,3F,2,5f.7s,3F*,2,,,L7344,
Ac,2,452.6271,0.0009,452.6271,0.0003,230c,,,9087.517,31174.565,6d.7s,1D,2,5f.7s,1F*,3,,,L7344,
Ac,2,453.9290,0.0009,453.9283,0.0004,45,,,14949.173,36972.910,6d2,3F,3,6d.7p,3D*,3,,,L7344,
Ac,2,454.4090,0.0009,454.4080,0.0006,1200,5.0e+07,C+,22199.428,44199.914,6d2,1D,2,7s.7p,1P*,1,,T10463,L7344,
Ac,1,455.2180,0.0006,455.21743,0.00008,1000c,3.18e+07,B,10906.027,32867.395,6d2.(3F).7s,4F,7/2,6d2.(1G).7p,2G*,9/2,,T10463,L7344,
Ac,1,455.7281,0.0006,455.72807,0.00008,250,,,9863.589,31800.350,6d2.(3F).7s,4F,5/2,5f.7s2,2F*,5/2,,,L7344,
Ac,3,456.9870,0.0013,456.9870,0.0013,65000h,2.11e+07,B+,4203.89,26080.22,6d,2D,5/2,5f,2F*,7/2,,"T9249,T8388",L7344,
Ac,1,457.8240,0.0013,,,510,,,,,,,,,,,,,L7344,
Ac,2,458.5831,0.0009,458.5823,0.0005,48h,8.5e+06,C+,36144.291,57944.517,5f.7s,3F*,3,5f.7p,3F,3,,T10463,L7344,
Ac,2,460.5451,0.0009,460.5456,0.0004,17000c,2.77e+07,C+,4739.631,26446.928,6d.7s,3D,1,6d.7p,3F*,2,,T10463,L7344,
Ac,1,461.0100,0.0006,461.01055,0.00009,1100,2.4e+07,D+,2231.432,23916.835,6d.7s2,2D,5/2,6d.7s.(1D).7p,2D*,3/2,,T10463,L7344,
Ac,1,461.1590,0.0006,461.15973,0.00009,81,2.12e+07,B,12078.067,33756.455,6d2.(3F).7s,4F,9/2,6d2.(3F).7p,2F*,7/2,,T10463,L7344,
Ac,1,461.3930,0.0006,461.39285,0.00009,4000,1.2e+07,D+,2231.432,23898.867,6d.7s2,2D,5/2,6d.7s.(3D).7p,2F*,5/2,,T10463,L7344,
Ac,1,462.1690,0.0006,462.16811,0.00006,710,1.5e+07,D+,9863.589,31494.679,6d2.(3F).7s,4F,5/2,6d2.(3F).7p,4F*,5/2,,T10463,L7344,
Ac,1,468.2160,0.0006,,,1300c,,,,,,,,,,,,,L7344,
Ac,2,468.4911,0.0009,468.4913,0.0005,110h,1.90e+07,C+,33304.935,54644.074,6d.7p,3D*,2,5f.7p,3G,3,,T10463,L7344,
Ac,1,469.0521,0.0006,469.05284,0.00009,960,2.68e+07,B,10906.027,32219.622,6d2.(3F).7s,4F,7/2,6d2.(3F).7p,4F*,7/2,,T10463,L7344,
Ac,1,469.3290,0.0013,,,240,,,,,,,,,,,,,L7344,
Ac,1,470.5782,0.0006,470.57811,0.00013,2200c,8.43e+07,B,12078.067,33322.58,6d2.(3F).7s,4F,9/2,6d2.(3F).7p,4G*,11/2,,T10463,L7344,
Ac,1,470.7970,0.0013,,,1200c,,,,,,,,,,,,,L7344,
Ac,1,471.6581,0.0006,471.65807,0.00009,6900,3.18e+07,B,0.000,21195.870,6d.7s2,2D,3/2,6d.7s.(1D).7p,2F*,5/2,,T10463,L7344,
Ac,2,471.6741,0.0009,471.6748,0.0003,360,5.1e+06,C+,14949.173,36144.291,6d2,3F,3,5f.7s,3F*,3,,T10463,L7344,
Ac,2,472.0159,0.0009,472.0164,0.0004,19000c,2.46e+07,C+,5267.147,26446.928,6d.7s,3D,2,6d.7p,3F*,2,,T10463,L7344,
Ac,2,474.0510,0.0009,474.0522,0.0005,2600,7.2e+07,C+,20848.198,41937.021,6d2,1G,4,6d.7p,1F*,3,,T10463,L7344,
Ac,1,477.6770,0.0013,,,440c,,,,,,,,,,,,,L7344,
Ac,1,478.6960,0.0013,478.6964,0.0003,320c,5.84e+07,B,13877.59,34761.82,6d2.(3P).7s,4P,5/2,6d2.(3P).7p,4P*,3/2,,T10463,L7344,
Ac,2,480.7831,0.0009,480.7843,0.0003,1700,5.6e+06,C+,9087.517,29881.055,6d.7s,1D,2,6d.7p,3F*,3,,T10463,L7344,
Ac,1,480.8811,0.0006,480.88163,0.00012,530,3.00e+07,B,12078.067,32867.395,6d2.(3F).7s,4F,9/2,6d2.(1G).7p,2G*,9/2,,T10463,L7344,
Ac,2,481.1061,0.0012,481.1072,0.0007,280,5.7e+06,C+,20848.198,41627.78,6d2,1G,4,5f.6d,1G*,4,,T10463,L7344,
Ac,2,481.2221,0.0009,481.2218,0.0005,16000,2.42e+07,C+,7426.489,28201.120,6d.7s,3D,3,7s.7p,3P*,2,,T10463,L7344,
Ac,1,482.5880,0.0013,,,1000,,,,,,,,,,,,,L7344,
Ac,1,485.5681,0.0006,485.56881,0.00009,1400c,4.03e+07,B,10906.027,31494.679,6d2.(3F).7s,4F,7/2,6d2.(3F).7p,4F*,5/2,,T10463,L7344,
Ac,1,486.0160,0.0010,486.01672,0.00019,5500c,2.65e+07,B,2231.432,22801.11,6d.7s2,2D,5/2,6d.7s.(3D).7p,4P*,5/2,,T10463,L7344,
Ac,1,486.8870,0.0020,486.88523,0.00014,890,3.32e+07,B,9863.589,30396.575,6d2.(3F).7s,4F,5/2,6d2.(3F).7p,4F*,3/2,,T10463,L7344,
Ac,2,488.9105,0.0009,488.9102,0.0004,1800,2.72e+07,C+,14949.173,35397.115,6d2,3F,3,5f.7s,3F*,2,,T10463,L7344,
Ac,2,494.5180,0.0009,494.5181,0.0004,5300,4.53e+07,C+,16756.847,36972.910,6d2,3F,4,6d.7p,3D*,3,,T10463,L7344,
Ac,2,495.8230,0.0009,495.8233,0.0004,6800,1.20e+07,C+,9087.517,29250.366,6d.7s,1D,2,6d.7p,1P*,1,,T10463,L7344,
Ac,2,496.0870,0.0009,496.0869,0.0005,4900,3.44e+07,C+,13236.418,33388.554,6d2,3F,2,6d.7p,3D*,1,,T10463,L7344,
Ac,1,496.3481,0.0006,496.34749,0.00010,590c,2.86e+07,B,12078.067,32219.622,6d2.(3F).7s,4F,9/2,6d2.(3F).7p,4F*,7/2,,T10463,L7344,
Ac,2,498.1551,0.0009,498.1539,0.0004,500,4.7e+06,C,13236.418,33304.935,6d2,3F,2,6d.7p,3D*,2,,T10463,L7344,
Ac,1,506.1560,0.0013,,,260,,,,,,,,,,,,,L7344,
Ac,1,506.4650,0.0013,506.46449,0.00021,300,,,13712.902,33452.12,6d.7s.(3D).7p,4F*,3/2,6d.7s.(3D).8s,4D,5/2,,,L7344,
Ac,2,506.5070,0.0009,506.5062,0.0006,310,1.6e+06,E,22199.428,41937.021,6d2,1D,2,6d.7p,1F*,3,,T10463,L7344,
Ac,1,510.5830,0.0013,510.58468,0.00023,1300c,4.12e+07,B,10906.027,30485.96,6d2.(3F).7s,4F,7/2,6d2.(3F).7p,4G*,9/2,,T10463,L7344,
Ac,2,515.6531,0.0009,515.6541,0.0004,2100,1.71e+07,C+,16756.847,36144.291,6d2,3F,4,5f.7s,3F*,3,,T10463,L7344,
Ac,2,516.4830,0.0009,516.4830,0.0006,220,4.0e+06,C,19015.283,38371.612,6d2,3P,1,6d.7p,3P*,2,,T10463,L7344,
Ac,3,519.3211,0.0013,519.3208,0.0011,710h,8.79e+05,B+,4203.89,23454.45,6d,2D,5/2,5f,2F*,5/2,,"T9249,T8388",L7344,
Ac,2,521.5399,0.0009,521.5399,0.0004,960,1.23e+07,C+,19202.962,38371.612,6d2,3P,2,6d.7p,3P*,2,,T10463,L7344,
Ac,1,522.8310,0.0013,522.8309,0.0004,1300,2.7e+06,E,0.000,19121.32?,6d.7s2,2D,3/2,6d.7s.(3D).7p,4D*,5/2,,T10463,L7344,
Ac,2,522.9099,0.0009,522.9094,0.0006,300,7.5e+06,C,17737.032,36855.480,6d2,3P,0,6d.7p,3P*,1,,T10463,L7344,
Ac,2,523.0429,0.0009,523.0420,0.0005,1600cl,3.3e+06,D+,9087.517,28201.120,6d.7s,1D,2,7s.7p,3P*,2,,T10463,L7344,
Ac,2,525.6031,0.0009,525.6039,0.0005,220c,3.9e+05,E,7426.489,26446.928,6d.7s,3D,3,6d.7p,3F*,2,,T10463,L7344,
Ac,1,525.8240,0.0006,525.82479,0.00011,8100c,2.56e+07,B,0.000,19012.450,6d.7s2,2D,3/2,6d.7s.(3D).7p,2D*,3/2,,T10463,L7344,
Ac,1,526.1450,0.0013,526.1450,0.0004,790c,1.3e+06,E,2231.432,21232.31?,6d.7s2,2D,5/2,6d.7s.(3D).7p,4D*,7/2,,T10463,L7344,
Ac,1,526.4480,0.0013,526.4481,0.0004,890,3.7e+07,D+,7477.36,26467.30?,7s2.7p,2P*,1/2,7s2.8s,2S,1/2,,T10463,L7344,
Ac,1,527.1560,0.0006,527.15603,0.00014,3800,8.4e+06,D+,2231.432,21195.870,6d.7s2,2D,5/2,6d.7s.(1D).7p,2F*,5/2,,T10463,L7344,
Ac,2,527.3131,0.0009,527.3122,0.0006,58,4.2e+05,E,20848.198,39807.02,6d2,1G,4,5f.6d,3H*,4,,T10463,L7344,
Ac,1,534.4740,0.0006,534.47384,0.00011,1700,3.47e+07,B,9863.589,28568.376,6d2.(3F).7s,4F,5/2,6d2.(3F).7p,4G*,7/2,,T10463,L7344,
Ac,2,536.2610,0.0009,536.2615,0.0004,1400,5.2e+06,C+,13236.418,31878.854,6d2,3F,2,6d.7p,1D*,2,,T10463,L7344,
Ac,1,536.9630,0.0013,536.9627,0.0003,220,1.68e+07,B,13877.59,32495.679,6d2.(3P).7s,4P,5/2,6d2.(3F).7p,2F*,5/2,,T10463,L7344,
Ac,1,542.4440,0.0013,,,190cl,,,,,,,,,,,,,L7344,
Ac,1,543.0960,0.0013,543.0943,0.0003,500cs,1.84e+07,B,12078.067,30485.96,6d2.(3F).7s,4F,9/2,6d2.(3F).7p,4G*,9/2,,T10463,L7344,
Ac,2,544.6379,0.0009,544.6367,0.0005,8700,2.78e+07,C+,14949.173,33304.935,6d2,3F,3,6d.7p,3D*,2,,T10463,L7344,
Ac,2,547.1709,0.0009,547.1701,0.0006,190,1.36e+06,D+,20848.198,39118.975,6d2,1G,4,6d.7p,3F*,4,,T10463,L7344,
Ac,2,554.8979,0.0009,554.8976,0.0005,220c,7.3e+05,E,14949.173,32965.512,6d2,3F,3,5f.7s,3F*,4,,T10463,L7344,
Ac,1,556.9261,0.0006,556.92641,0.00012,3100c,3.1e+06,E,0.000,17950.709,6d.7s2,2D,3/2,6d.7s.(3D).7p,2D*,5/2,,T10105,L7344,
Ac,2,557.3160,0.0009,557.3164,0.0004,44h,,,13236.418,31174.565,6d2,3F,2,5f.7s,1F*,3,,,L7344,
Ac,2,560.3769,0.0009,560.3764,0.0006,310,8.6e+06,C+,19015.283,36855.480,6d2,3P,1,6d.7p,3P*,1,,T10463,L7344,
Ac,1,561.0900,0.0013,561.0884,0.0003,150c,6.6e+06,D,13712.902,31530.46,6d.7s.(3D).7p,4F*,3/2,7s2.7d,2D,3/2,,T10463,L7344,
Ac,1,561.8770,0.0006,561.87641,0.00013,560,3.67e+07,B,9217.288,27009.857,6d2.(3F).7s,4F,3/2,6d2.(3F).7p,4G*,5/2,,T10463,L7344,
Ac,2,562.5919,0.0009,562.5917,0.0005,71,9.e+05,E,19202.962,36972.910,6d2,3P,2,6d.7p,3D*,3,,T10463,L7344,
Ac,2,562.7569,0.0009,562.7570,0.0010,360,3.03e+07,C+,19015.283,36780.01,6d2,3P,1,6d.7p,3P*,0,,T10463,L7344,
Ac,1,563.6600,0.0006,563.66011,0.00013,1400c,4.e+06,E,0.000,17736.265,6d.7s2,2D,3/2,6d.7s.(3D).7p,4D*,3/2,,T10463,L7344,
Ac,1,566.0190,0.0006,566.01903,0.00016,530c,1.45e+07,B,10906.027,28568.376,6d2.(3F).7s,4F,7/2,6d2.(3F).7p,4G*,7/2,,T10463,L7344,
Ac,2,566.0930,0.0009,566.0914,0.0006,64h,1.40e+07,C+,36972.910,54633.000,6d.7p,3D*,3,6d.8s,3D,2,,T10463,L7344,
Ac,2,566.3339,0.0009,566.3343,0.0005,340,1.22e+07,C+,19202.962,36855.480,6d2,3P,2,6d.7p,3P*,1,,T10463,L7344,
Ac,1,567.4149,0.0006,567.41467,0.00013,850cl,,,9217.288,26836.194,6d2.(3F).7s,4F,3/2,6d.7s.(1D).7p,2D*,5/2,,,L7344,
Ac,2,573.2049,0.0009,573.2058,0.0007,5300cl,1.04e+07,B,4739.631,22180.533,6d.7s,3D,1,7s.7p,3P*,1,,T9296,L7344,
Ac,2,575.8967,0.0009,575.8967,0.0005,6200c,8.4e+06,C+,9087.517,26446.928,6d.7s,1D,2,6d.7p,3F*,2,,T10463,L7344,
Ac,1,581.2440,0.0006,581.24400,0.00020,470D,2.0e+06,D+,0.000,17199.710,6d.7s2,2D,3/2,6d.7s.(3D).7p,4D*,1/2,,T10105,L7344,
Ac,2,581.3450,0.0013,,,1100h,,,,,,,,,,,,,L7344,
Ac,1,583.0549,0.0006,583.05565,0.00014,150,1.13e+07,C,9863.589,27009.857,6d2.(3F).7s,4F,5/2,6d2.(3F).7p,4G*,5/2,,T10463,L7344,
Ac,2,590.1100,0.0009,590.1089,0.0005,46,6.8e+05,E,19202.962,36144.291,6d2,3P,2,5f.7s,3F*,3,,T10463,L7344,
Ac,2,590.5139,0.0009,590.5149,0.0005,360,2.2e+06,D+,14949.173,31878.854,6d2,3F,3,6d.7p,1D*,2,,T10463,L7344,
Ac,2,591.0851,0.0009,591.0839,0.0007,19000c,1.58e+07,B,5267.147,22180.533,6d.7s,3D,2,7s.7p,3P*,1,,T9296,L7344,
Ac,1,595.2860,0.0013,,,110c,,,,,,,,,,,,,L7344,
Ac,1,595.7470,0.0006,595.74636,0.00018,200c,,,2231.432,19012.450,6d.7s2,2D,5/2,6d.7s.(3D).7p,2D*,3/2,,,L7344,
Ac,2,600.6269,0.0009,600.6278,0.0005,150,6.1e+05,E,13236.418,29881.055,6d2,3F,2,6d.7p,3F*,3,,T10463,L7344,
Ac,1,602.6140,0.0013,602.6151,0.0004,110c,,,14940.714,31530.46,6d.7s.(3D).7p,4F*,5/2,7s2.7d,2D,3/2,,,L7344,
Ac,1,610.9980,0.0013,,,65c,,,,,,,,,,,,,L7344,
Ac,1,615.4330,0.0013,615.4332,0.0004,150c,1.14e+07,B,17683.869,33928.090,6d.7s.(3D).7p,4F*,7/2,6d.7s.(3D).8s,4D,7/2,,T10463,L7344,
Ac,2,616.1476,0.0009,616.1474,0.0005,34,1.0e+06,E,14949.173,31174.565,6d2,3F,3,5f.7s,1F*,3,,T10463,L7344,
Ac,2,616.4750,0.0009,616.4743,0.0009,9400c,2.80e+07,B,4739.631,20956.42,6d.7s,3D,1,7s.7p,3P*,0,,T9296,L7344,
Ac,2,616.7831,0.0009,616.7833,0.0006,1400cl,7.3e+06,C+,16756.847,32965.512,6d2,3F,4,5f.7s,3F*,4,,T10463,L7344,
Ac,1,617.0180,0.0020,617.0196,0.0003,68c,1.6e+06,E,9863.589,26066.045,6d2.(3F).7s,4F,5/2,6d.7s.(1D).7p,2P*,3/2,,T10463,L7344,
Ac,2,617.3350,0.0009,617.3360,0.0006,73,7.3e+05,E,19202.962,35397.115,6d2,3P,2,5f.7s,3F*,2,,T10463,L7344,
Ac,2,618.1740,0.0009,618.1746,0.0007,540,7.2e+06,C+,22199.428,38371.612,6d2,1D,2,6d.7p,3P*,2,,T10463,L7344,
Ac,2,624.2832,0.0009,624.2829,0.0006,5400c,1.86e+07,C+,13236.418,29250.366,6d2,3F,2,6d.7p,1P*,1,,T10463,L7344,
Ac,1,625.7120,0.0013,625.7117,0.0004,60c,9.99e+06,B,17950.709,33928.090,6d.7s.(3D).7p,2D*,5/2,6d.7s.(3D).8s,4D,7/2,,T10463,L7344,
Ac,1,627.5669,0.0006,627.56624,0.00020,140cs,9.e+05,E,10906.027,26836.194,6d2.(3F).7s,4F,7/2,6d.7s.(1D).7p,2D*,5/2,,T10463,L7344,
Ac,1,634.0100,0.0013,634.0104,0.0004,200cs,1.52e+07,B,17683.869,33452.12,6d.7s.(3D).7p,4F*,7/2,6d.7s.(3D).8s,4D,5/2,,T10463,L7344,
Ac,1,635.9860,0.0006,635.98574,0.00020,4800c,7.6e+06,C,2231.432,17950.709,6d.7s2,2D,5/2,6d.7s.(3D).7p,2D*,5/2,,T10105,L7344,
Ac,2,638.7390,0.0009,638.7389,0.0008,40,1.5e+06,E,17737.032,33388.554,6d2,3P,0,6d.7p,3D*,1,,T10463,L7344,
Ac,2,642.4580,0.0013,,,500h,,,,,,,,,,,,,L7344,
Ac,1,644.7821,0.0006,644.78199,0.00021,480c,8.e+05,E,2231.432,17736.265,6d.7s2,2D,5/2,6d.7s.(3D).7p,4D*,3/2,,T10463,L7344,
Ac,1,646.9682,0.0006,646.9683,0.0003,730cl,1.2e+06,D+,2231.432,17683.869,6d.7s2,2D,5/2,6d.7s.(3D).7p,4F*,7/2,,T10105,L7344,
Ac,2,653.5809,0.0009,653.5812,0.0007,290,2.09e+06,C+,20848.198,36144.291,6d2,1G,4,5f.7s,3F*,3,,T10463,L7344,
Ac,1,661.8190,0.0006,661.8188,0.0003,210,,,9863.589,24969.294,6d2.(3F).7s,4F,5/2,6d.7s.(3D).7p,2F*,7/2,,,L7344,
Ac,1,669.1270,0.0006,669.12731,0.00018,5000cl,3.8e+06,D+,0.000,14940.714,6d.7s2,2D,3/2,6d.7s.(3D).7p,4F*,5/2,,T10463,L7344,
Ac,2,669.5232,0.0009,669.5231,0.0005,3300,9.2e+06,C+,14949.173,29881.055,6d2,3F,3,6d.7p,3F*,3,,T10463,L7344,
Ac,2,693.3992,0.0009,693.3998,0.0006,530c,4.74e+06,C+,16756.847,31174.565,6d2,3F,4,5f.7s,1F*,3,,T10463,L7344,
Ac,2,699.609,0.003,699.6142,0.0011,120,1.85e+06,C,19015.283,33304.935,6d2,3P,1,6d.7p,3D*,2,,T10463,L7344,
Ac,1,729.0396,0.0006,729.0394,0.0003,2400c,2.38e+06,B+,0.000,13712.902,6d.7s2,2D,3/2,6d.7s.(3D).7p,4F*,3/2,,"T10105n,T10228","L21471,L7344",
Ac,2,756.7652,0.0009,756.7647,0.0007,1800,5.5e+06,C+,13236.418,26446.928,6d2,3F,2,6d.7p,3F*,2,,T10463,L7344,
Ac,2,761.7421,0.0009,761.7410,0.0006,320,,,16756.847,29881.055,6d2,3F,4,6d.7p,3F*,3,,,L7344,
Ac,1,786.6102,0.0006,786.6101,0.0003,970cl,1.56e+06,C+,2231.432,14940.714,6d.7s2,2D,5/2,6d.7s.(3D).7p,4F*,5/2,,T10105,L7344,
Ac,2,788.6822,0.0009,788.6821,0.0007,1200,1.46e+06,C+,19202.962,31878.854,6d2,3P,2,6d.7p,1D*,2,,T10463,L7344,
Ac,1,814.3345,0.0013,814.3345,0.0009,250,2.8e+05,C,0.000,12276.591,6d.7s2,2D,3/2,7s2.7p,2P*,3/2,,"T10105n,T10228",L21471,
Ac,1,870.729,,870.7295,0.0008,170:,1.7e+05,C,2231.432,13712.902,6d.7s2,2D,5/2,6d.7s.(3D).7p,4F*,3/2,,"T10105n,T10228",L21471,
Ac,1,995.232,,995.2315,0.0021,2800:,3.64e+06,B+,2231.432,12276.591,6d.7s2,2D,5/2,7s2.7p,2P*,3/2,,"T10105n,T10228",L21471,
Ac,1,1337.005,0.007,1337.005,0.013,1500,1.497e+06,A+,0.000,7477.36,6d.7s2,2D,3/2,7s2.7p,2P*,1/2,,T10228,L21471,

